Country,Year,Value
Oceania,1988,291932082
Oceania,1989,308604456
Oceania,1990,310806408
Oceania,1991,314080448
Oceania,1992,320397135
Oceania,1993,325283538
Oceania,1994,334356681
Oceania,1995,342430080
Oceania,1996,352294936
Oceania,1997,365059140
Oceania,1998,375522818
Oceania,1999,384920358
Oceania,2000,391481208
Oceania,2001,402802578
Oceania,2002,410291240
Oceania,2003,419067367
Oceania,2004,432906800
Oceania,2005,435363789
Oceania,2006,444998224
Oceania,2007,450773068
Oceania,2008,457879112
Oceania,2009,447030377
Oceania,2010,451057233
Oceania,2011,451765877
Oceania,2012,450529677
Oceania,2013,440882723
Oceania,2014,449080653
Oceania,2015,453845158
Oceania,2016,465567113
Oceania,2017,465857483
Oceania,2018,467556039
Oceania,2019,471015609
Oceania,2020,444397224
South America,1750,0
South America,1751,0
South America,1752,0
South America,1753,0
South America,1754,0
South America,1755,0
South America,1756,0
South America,1757,0
South America,1758,0
South America,1759,0
South America,1760,0
South America,1761,0
South America,1762,0
South America,1763,0
South America,1764,0
South America,1765,0
South America,1766,0
South America,1767,0
South America,1768,0
South America,1769,0
South America,1770,0
South America,1771,0
South America,1772,0
South America,1773,0
South America,1774,0
South America,1775,0
South America,1776,0
South America,1777,0
South America,1778,0
South America,1779,0
South America,1780,0
South America,1781,0
South America,1782,0
South America,1783,0
South America,1784,0
South America,1785,0
South America,1786,0
South America,1787,0
South America,1788,0
South America,1789,0
South America,1790,0
South America,1791,0
South America,1792,0
South America,1793,0
South America,1794,0
South America,1795,0
South America,1796,0
South America,1797,0
South America,1798,0
South America,1799,0
South America,1800,0
South America,1801,0
South America,1802,0
South America,1803,0
South America,1804,0
South America,1805,0
South America,1806,0
South America,1807,0
South America,1808,0
South America,1809,0
South America,1810,0
South America,1811,0
South America,1812,0
South America,1813,0
South America,1814,0
South America,1815,0
South America,1816,0
South America,1817,0
South America,1818,0
South America,1819,0
South America,1820,0
South America,1821,0
South America,1822,0
South America,1823,0
South America,1824,0
South America,1825,0
South America,1826,0
South America,1827,0
South America,1828,0
South America,1829,0
South America,1830,0
South America,1831,0
South America,1832,0
South America,1833,0
South America,1834,0
South America,1835,0
South America,1836,0
South America,1837,0
South America,1838,0
South America,1839,0
South America,1840,0
South America,1841,0
South America,1842,0
South America,1843,0
South America,1844,0
South America,1845,0
South America,1846,0
South America,1847,0
South America,1848,0
South America,1849,0
South America,1850,0
South America,1851,0
South America,1852,0
South America,1853,0
South America,1854,0
South America,1855,0
South America,1856,0
South America,1857,0
South America,1858,0
South America,1859,0
South America,1860,0
South America,1861,0
South America,1862,0
South America,1863,0
South America,1864,0
South America,1865,0
South America,1866,0
South America,1867,0
South America,1868,0
South America,1869,0
South America,1870,0
South America,1871,0
South America,1872,0
South America,1873,0
South America,1874,0
South America,1875,0
South America,1876,0
South America,1877,0
South America,1878,0
South America,1879,0
South America,1880,0
South America,1881,0
South America,1882,0
South America,1883,0
South America,1884,3664
South America,1885,3664
South America,1886,7328
South America,1887,1091872
South America,1888,897680
South America,1889,1762384
South America,1890,1381328
South America,1891,985616
South America,1892,1450944
South America,1893,1601168
South America,1894,2033520
South America,1895,2828608
South America,1896,2879904
South America,1897,2758992
South America,1898,3176688
South America,1899,3715296
South America,1900,3165696
South America,1901,6401008
South America,1902,7379296
South America,1903,7676080
South America,1904,8665360
South America,1905,9211296
South America,1906,12329360
South America,1907,12684768
South America,1908,14886832
South America,1909,13406576
South America,1910,17246448
South America,1911,19162720
South America,1912,19990784
South America,1913,21122960
South America,1914,17195152
South America,1915,15088352
South America,1916,13619088
South America,1917,10867424
South America,1918,10999328
South America,1919,12900944
South America,1920,14641344
South America,1921,14428832
South America,1922,17162176
South America,1923,19759952
South America,1924,24332624
South America,1925,26384464
South America,1926,27381072
South America,1927,30081440
South America,1928,31427830
South America,1929,34424330
South America,1930,29122493
South America,1931,25545738
South America,1932,28960146
South America,1933,32898529
South America,1934,37257450
South America,1935,41081411
South America,1936,39596511
South America,1937,50161731
South America,1938,46272798
South America,1939,47060380
South America,1940,50716699
South America,1941,50752568
South America,1942,48166197
South America,1943,48569506
South America,1944,53866373
South America,1945,54137152
South America,1946,118776011
South America,1947,62107071
South America,1948,69504089
South America,1949,70824633
South America,1950,112577081
South America,1951,131287165
South America,1952,141474461
South America,1953,140642950
South America,1954,151056109
South America,1955,170080405
South America,1956,184182374
South America,1957,192917955
South America,1958,178754813
South America,1959,196996205
South America,1960,199162531
South America,1961,201790400
South America,1962,215670147
South America,1963,219432748
South America,1964,230217258
South America,1965,240179708
South America,1966,252098415
South America,1967,267478130
South America,1968,287793723
South America,1969,311445861
South America,1970,338088977
South America,1971,346784136
South America,1972,362787962
South America,1973,392891071
South America,1974,416698590
South America,1975,412131333
South America,1976,419568227
South America,1977,435040931
South America,1978,461425681
South America,1979,494424507
South America,1980,508467198
South America,1981,489334209
South America,1982,490651123
South America,1983,485837506
South America,1984,491926527
South America,1985,502054215
South America,1986,530170080
South America,1987,557530046
South America,1988,580553727
South America,1989,580183777
South America,1990,595613577
South America,1991,603003964
South America,1992,615051115
South America,1993,650400713
South America,1994,667658230
South America,1995,699156081
South America,1996,725574209
South America,1997,768849399
South America,1998,821328788
South America,1999,839542549
South America,2000,821389541
South America,2001,832246397
South America,2002,847147909
South America,2003,858232426
South America,2004,867759092
South America,2005,902003261
South America,2006,912729584
South America,2007,940748667
South America,2008,1007520350
South America,2009,991952053
South America,2010,1082415226
South America,2011,1103963494
South America,2012,1159699662
South America,2013,1218740221
South America,2014,1230511065
South America,2015,1204961439
South America,2016,1164897792
South America,2017,1156733992
South America,2018,1091450086
South America,2019,1065509648
South America,2020,994160327
